,zip_code,total,non_hispanic_tot,Not Hispanic or Latino householder: - Householder who is White alone,Not Hispanic or Latino householder: - Householder who is Black or African American alone,Not Hispanic or Latino householder: - Householder who is American Indian and Alaska Native alone,Not Hispanic or Latino householder: - Householder who is Asian alone,Not Hispanic or Latino householder: - Householder who is Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino householder: - Householder who is Some other race alone,Not Hispanic or Latino householder: - Householder who is Two or more races,hispanic_tot,Hispanic or Latino householder: - Householder who is White alone,Hispanic or Latino householder: - Householder who is Black or African American alone,Hispanic or Latino householder: - Householder who is American Indian and Alaska Native alone,Hispanic or Latino householder: - Householder who is Asian alone,Hispanic or Latino householder: - Householder who is Native Hawaiian and Other Pacific Islander alone,Hispanic or Latino householder: - Householder who is Some other race alone,Hispanic or Latino householder: - Householder who is Two or more races,Id_zip,per_capita_income_2017_estimate,per_capita_income_2017_margin,white_tot,black_tot,indian_tot,asian_tot,native_tot,other_tot,mixed_tot
110,10801,12749,10362,6077,3668,14,321,4,35,243,2387,1435,71,15,6,2,697,161,8600000US10801,31032.0,1610.0,12749,7512,3739,29,327,6,732
111,80031,10975,9577,8871,124,40,413,4,3,122,1398,761,5,25,5,2,527,73,8600000US80031,35538.0,1608.0,10975,9632,129,65,418,6,530
112,78501,18696,4293,3868,89,18,252,3,3,60,14403,11470,19,48,7,3,2428,428,8600000US78501,17546.0,905.0,18696,15338,108,66,259,6,2431
113,27705,17329,16502,11809,3617,45,772,1,20,238,827,258,22,4,2,1,493,47,8600000US27705,34276.0,2072.0,17329,12067,3639,49,774,2,513
114,44413,3115,3105,3082,4,3,1,0,0,15,10,7,0,0,0,0,2,1,8600000US44413,21581.0,1936.0,3115,3089,4,3,1,0,2
115,54720,3003,2993,2933,15,11,17,0,1,16,10,7,0,0,1,0,1,1,8600000US54720,30393.0,3112.0,3003,2940,15,11,18,0,2
116,15146,12382,12307,10754,980,12,454,6,13,88,75,49,4,0,1,1,15,5,8600000US15146,33327.0,1364.0,12382,10803,984,12,455,7,28
117,35212,6086,5910,1476,4374,9,17,0,3,31,176,43,21,4,0,0,97,11,8600000US35212,19139.0,1930.0,6086,1519,4395,13,17,0,100
118,54220,16707,16483,16037,50,85,230,4,3,74,224,122,2,6,1,1,84,8,8600000US54220,27316.0,1062.0,16707,16159,52,91,231,5,87
119,8098,2928,2898,2547,316,7,16,0,2,10,30,20,1,0,0,0,7,2,8600000US08098,36881.0,2914.0,2928,2567,317,7,16,0,9
120,35802,9431,9317,8178,789,46,219,2,9,74,114,90,4,1,1,0,13,5,8600000US35802,43370.0,2143.0,9431,8268,793,47,220,2,22
121,45769,2610,2606,2541,29,11,1,0,1,23,4,3,0,0,0,0,1,0,8600000US45769,21360.0,2628.0,2610,2544,29,11,1,0,2
122,10032,20789,8075,1703,5322,43,581,3,46,377,12714,2589,939,128,17,16,7797,1228,8600000US10032,23217.0,1429.0,20789,4292,6261,171,598,19,7843
123,98116,10571,10276,9422,153,76,352,16,21,236,295,166,6,8,2,2,80,31,8600000US98116,60743.0,3890.0,10571,9588,159,84,354,18,101
124,57350,5996,5945,5813,45,37,23,1,0,26,51,28,0,2,0,1,17,3,8600000US57350,23820.0,1218.0,5996,5841,45,39,23,2,17
125,54457,3426,3387,3323,2,42,5,1,2,12,39,14,0,1,0,0,22,2,8600000US54457,29632.0,3189.0,3426,3337,2,43,5,1,24
126,92024,18277,16704,15750,86,51,523,20,28,246,1573,898,3,29,4,1,560,78,8600000US92024,58763.0,4218.0,18277,16648,89,80,527,21,588
127,6484,14190,13816,13301,122,21,235,0,7,130,374,262,5,2,2,0,85,18,8600000US06484,45642.0,2806.0,14190,13563,127,23,237,0,92
128,23847,5110,5062,2337,2677,4,17,3,5,19,48,26,8,1,0,0,13,0,8600000US23847,16588.0,1023.0,5110,2363,2685,5,17,3,18
129,11961,5270,5155,4944,133,10,26,0,4,38,115,85,3,1,0,0,20,6,8600000US11961,34900.0,2372.0,5270,5029,136,11,26,0,24
130,14613,5545,4990,3267,1458,39,78,0,13,135,555,208,31,4,1,0,244,67,8600000US14613,15823.0,1078.0,5545,3475,1489,43,79,0,257
131,63052,6661,6603,6511,13,18,15,3,1,42,58,33,0,1,1,0,13,10,8600000US63052,28730.0,1471.0,6661,6544,13,19,16,3,14
132,8090,3048,3008,2687,277,3,17,0,0,24,40,26,3,1,1,0,6,3,8600000US08090,34114.0,1872.0,3048,2713,280,4,18,0,6
133,84501,4465,4084,3936,9,33,12,2,8,84,381,160,0,6,1,0,179,35,8600000US84501,21507.0,1138.0,4465,4096,9,39,13,2,187
134,41501,9778,9722,9548,63,8,53,1,0,49,56,45,2,1,3,0,3,2,8600000US41501,24048.0,2229.0,9778,9593,65,9,56,1,3
135,37854,4878,4859,4669,145,9,6,2,1,27,19,15,0,0,0,0,3,1,8600000US37854,21126.0,1876.0,4878,4684,145,9,6,2,4
136,84116,9710,6919,5745,288,102,389,208,8,179,2791,1353,29,39,4,2,1203,161,8600000US84116,18518.0,1404.0,9710,7098,317,141,393,210,1211
137,56303,9606,9529,9180,91,40,148,2,6,62,77,39,2,3,0,0,31,2,8600000US56303,27621.0,1609.0,9606,9219,93,43,148,2,37
138,21234,29231,28883,23078,4738,45,734,8,16,264,348,206,39,3,2,3,58,37,8600000US21234,33528.0,1069.0,29231,23284,4777,48,736,11,74
139,75013,3735,3619,3278,106,12,196,1,1,25,116,73,1,2,2,0,33,5,8600000US75013,51388.0,3582.0,3735,3351,107,14,198,1,34
140,70809,8871,8716,7745,760,19,128,1,10,53,155,119,2,2,2,0,26,4,8600000US70809,43456.0,2726.0,8871,7864,762,21,130,1,36
141,28144,10113,9910,5877,3832,36,80,1,7,77,203,105,16,0,0,2,72,8,8600000US28144,23120.0,2063.0,10113,5982,3848,36,80,3,79
142,99026,2539,2515,2445,9,19,10,2,0,30,24,16,0,0,0,1,6,1,8600000US99026,30937.0,2982.0,2539,2461,9,19,10,3,6
143,56320,2768,2725,2709,2,2,1,0,1,10,43,26,2,1,0,0,13,1,8600000US56320,33415.0,2080.0,2768,2735,4,3,1,0,14
144,78016,3124,1970,1899,13,10,1,0,7,40,1154,715,4,11,2,0,368,54,8600000US78016,23182.0,2131.0,3124,2614,17,21,3,0,375
145,1966,3490,3470,3429,5,3,11,0,2,20,20,13,0,0,0,0,5,2,8600000US01966,43976.0,4563.0,3490,3442,5,3,11,0,7
146,37062,3362,3341,3282,15,12,5,0,0,27,21,14,0,0,0,0,5,2,8600000US37062,28863.0,2537.0,3362,3296,15,12,5,0,5
147,75428,3538,3371,2680,567,18,56,6,3,41,167,88,4,3,0,0,67,5,8600000US75428,18873.0,1644.0,3538,2768,571,21,56,6,70
148,8203,5473,5162,4707,161,8,215,2,7,62,311,122,14,3,2,0,152,18,8600000US08203,41869.0,2751.0,5473,4829,175,11,217,2,159
149,98106,8500,7846,4862,924,127,1435,103,26,369,654,148,24,17,5,0,404,56,8600000US98106,31374.0,1793.0,8500,5010,948,144,1440,103,430
150,28711,5080,5047,4769,196,15,22,1,2,42,33,19,0,0,0,0,13,1,8600000US28711,25380.0,1898.0,5080,4788,196,15,22,1,15
151,29418,8796,8555,5044,3136,31,207,7,6,124,241,102,22,3,2,2,90,20,8600000US29418,23308.0,1966.0,8796,5146,3158,34,209,9,96
152,48451,4528,4506,4440,6,14,12,2,1,31,22,14,0,0,0,0,7,1,8600000US48451,33754.0,1658.0,4528,4454,6,14,12,2,8
153,33592,3707,3542,3064,394,21,7,3,6,47,165,102,3,2,2,0,47,9,8600000US33592,22367.0,2366.0,3707,3166,397,23,9,3,53
154,30152,8902,8576,7787,519,24,165,0,6,75,326,153,6,2,1,1,123,40,8600000US30152,37929.0,2356.0,8902,7940,525,26,166,1,129
155,5482,2652,2633,2601,2,3,19,0,1,7,19,14,0,0,0,0,4,1,8600000US05482,55568.0,6361.0,2652,2615,2,3,19,0,5
156,70435,3727,3692,3374,290,9,2,0,4,13,35,29,0,1,0,0,5,0,8600000US70435,32194.0,2398.0,3727,3403,290,10,2,0,9
157,1027,7411,7311,7148,31,12,64,0,12,44,100,38,6,1,0,0,50,5,8600000US01027,34386.0,2680.0,7411,7186,37,13,64,0,62
158,23692,6414,6343,5801,355,24,112,5,2,44,71,47,1,0,0,0,20,3,8600000US23692,38117.0,2211.0,6414,5848,356,24,112,5,22
159,32344,3740,3701,2358,1295,10,7,1,0,30,39,19,7,0,1,0,7,5,8600000US32344,21713.0,1618.0,3740,2377,1302,10,8,1,7
160,47394,3579,3555,3526,0,7,9,0,0,13,24,17,0,0,1,0,4,2,8600000US47394,24922.0,3803.0,3579,3543,0,7,10,0,4
161,48316,7776,7710,7516,40,21,71,0,2,60,66,46,0,0,1,0,16,3,8600000US48316,38875.0,3158.0,7776,7562,40,21,72,0,18
162,35151,3216,3199,2799,372,14,0,0,1,13,17,14,0,0,0,0,3,0,8600000US35151,19787.0,2101.0,3216,2813,372,14,0,0,4
163,68949,2740,2696,2676,1,9,3,0,0,7,44,23,0,0,0,0,18,3,8600000US68949,29594.0,2957.0,2740,2699,1,9,3,0,18
164,30106,5739,5587,3696,1748,10,61,1,7,64,152,70,4,2,1,1,59,15,8600000US30106,23720.0,1785.0,5739,3766,1752,12,62,2,66
165,78840,13892,4374,3944,227,43,71,5,6,78,9518,7040,18,51,3,1,2134,271,8600000US78840,20152.0,1253.0,13892,10984,245,94,74,6,2140
166,89030,14019,6881,3188,3221,75,185,28,9,175,7138,3616,56,55,11,5,2964,431,8600000US89030,12967.0,584.0,14019,6804,3277,130,196,33,2973
167,98390,15999,15612,14950,75,147,162,21,9,248,387,236,2,6,5,1,111,26,8600000US98390,33357.0,2884.0,15999,15186,77,153,167,22,120
168,30224,8121,8037,6321,1615,9,54,1,0,37,84,38,14,2,1,0,22,7,8600000US30224,26582.0,3128.0,8121,6359,1629,11,55,1,22
169,37617,5087,5057,5004,9,7,10,1,3,23,30,23,0,0,0,0,6,1,8600000US37617,28341.0,2544.0,5087,5027,9,7,10,1,9
170,23704,7448,7380,1946,5294,23,28,5,6,78,68,29,13,4,0,0,17,5,8600000US23704,21272.0,1323.0,7448,1975,5307,27,28,5,23
171,85226,14375,13088,11444,531,116,806,12,20,159,1287,657,9,21,9,2,514,75,8600000US85226,38109.0,1720.0,14375,12101,540,137,815,14,534
172,72023,9036,8934,8766,21,35,29,3,2,78,102,72,0,3,1,0,20,6,8600000US72023,26049.0,897.0,9036,8838,21,38,30,3,22
173,1082,4113,4059,3980,20,8,17,0,2,32,54,27,1,2,0,0,21,3,8600000US01082,27830.0,2109.0,4113,4007,21,10,17,0,23
174,23451,19220,18767,16716,1531,54,214,13,22,217,453,245,17,8,5,5,137,36,8600000US23451,46647.0,2554.0,19220,16961,1548,62,219,18,159
175,1129,2756,2603,2185,359,8,23,0,3,25,153,64,9,1,0,0,65,14,8600000US01129,30597.0,2229.0,2756,2249,368,9,23,0,68
176,29730,16752,16537,10416,5654,277,90,2,6,92,215,89,12,5,0,1,93,15,8600000US29730,23919.0,1055.0,16752,10505,5666,282,90,3,99
177,7751,5276,5138,4363,101,6,639,1,2,26,138,102,6,1,1,0,23,5,8600000US07751,57947.0,5537.0,5276,4465,107,7,640,1,25
178,2476,7630,7527,6980,115,11,350,0,15,56,103,77,3,0,0,0,19,4,8600000US02476,56965.0,3287.0,7630,7057,118,11,350,0,34
179,80424,2998,2913,2842,5,9,14,0,2,41,85,53,0,2,0,0,27,3,8600000US80424,38006.0,4503.0,2998,2895,5,11,14,0,29
180,1527,4927,4901,4811,20,6,37,1,2,24,26,18,0,0,0,0,8,0,8600000US01527,37951.0,3958.0,4927,4829,20,6,37,1,10
181,95054,4274,3888,1891,118,15,1713,11,12,128,386,176,3,4,7,1,171,24,8600000US95054,54051.0,3672.0,4274,2067,121,19,1720,12,183
182,28360,4373,4157,1071,373,2652,6,1,7,47,216,128,1,24,0,1,55,7,8600000US28360,18017.0,1038.0,4373,1199,374,2676,6,2,62
183,32210,22736,21904,15979,4993,83,534,12,20,283,832,397,57,9,6,2,297,64,8600000US32210,24221.0,1119.0,22736,16376,5050,92,540,14,317
184,46250,8408,8230,7396,549,14,190,6,8,67,178,88,1,3,1,0,76,9,8600000US46250,39680.0,2689.0,8408,7484,550,17,191,6,84
185,3857,3379,3336,3210,18,5,69,0,6,28,43,27,2,2,0,0,9,3,8600000US03857,37755.0,3384.0,3379,3237,20,7,69,0,15
186,24153,14104,14022,13266,597,17,77,2,5,58,82,58,4,1,0,0,16,3,8600000US24153,30698.0,1699.0,14104,13324,601,18,77,2,21
187,6489,11288,11111,10864,84,8,83,0,4,68,177,109,6,0,1,0,49,12,8600000US06489,41231.0,1533.0,11288,10973,90,8,84,0,53
188,91202,8763,7971,5944,103,10,1290,12,10,602,792,510,4,3,3,0,214,58,8600000US91202,36366.0,2497.0,8763,6454,107,13,1293,12,224
189,77318,3786,3639,3531,44,28,10,0,2,24,147,90,1,2,0,0,43,11,8600000US77318,33766.0,4897.0,3786,3621,45,30,10,0,45
190,95762,7236,6954,6489,52,30,253,10,18,102,282,179,0,7,6,1,69,20,8600000US95762,53185.0,2610.0,7236,6668,52,37,259,11,87
191,4473,2691,2672,2546,17,17,59,1,5,27,19,11,1,0,0,0,6,1,8600000US04473,25040.0,2461.0,2691,2557,18,17,59,1,11
192,17362,4177,4155,4121,7,2,5,0,2,18,22,12,0,0,0,0,7,3,8600000US17362,31633.0,1902.0,4177,4133,7,2,5,0,9
193,15219,6761,6700,1433,5070,20,64,5,11,97,61,24,15,0,0,0,18,4,8600000US15219,17266.0,1471.0,6761,1457,5085,20,64,5,29
194,48335,10489,10346,8212,727,19,1258,3,10,117,143,99,2,1,1,0,27,13,8600000US48335,43881.0,2074.0,10489,8311,729,20,1259,3,37
195,35803,9896,9727,8966,239,58,314,7,6,137,169,115,2,3,2,0,37,10,8600000US35803,38997.0,2424.0,9896,9081,241,61,316,7,43
196,48706,16575,16224,15915,80,57,65,2,3,102,351,218,2,8,0,0,94,29,8600000US48706,25821.0,947.0,16575,16133,82,65,65,2,97
197,15137,4903,4877,4355,469,4,18,0,4,27,26,15,2,0,1,0,4,4,8600000US15137,27693.0,3799.0,4903,4370,471,4,19,0,8
198,24416,3447,3426,3258,132,8,11,1,0,16,21,16,1,0,0,0,1,3,8600000US24416,21762.0,2179.0,3447,3274,133,8,11,1,1
199,45459,11917,11800,11147,276,13,283,1,5,75,117,81,6,1,1,0,21,7,8600000US45459,44834.0,1650.0,11917,11228,282,14,284,1,26
200,76051,15609,14322,13334,379,87,335,8,17,162,1287,717,10,7,3,1,500,49,8600000US76051,43011.0,2142.0,15609,14051,389,94,338,9,517
201,97007,19770,18780,16499,272,93,1499,54,18,345,990,430,10,18,6,2,455,69,8600000US97007,34533.0,1292.0,19770,16929,282,111,1505,56,473
202,38668,4370,4343,3202,1102,8,4,4,0,23,27,16,4,1,1,0,4,1,8600000US38668,23719.0,2138.0,4370,3218,1106,9,5,4,4
203,29307,8355,8262,7019,1130,7,55,0,4,47,93,47,4,0,0,0,36,6,8600000US29307,26526.0,1555.0,8355,7066,1134,7,55,0,40
204,34984,3582,3359,3099,205,3,25,0,1,26,223,171,6,2,0,0,37,7,8600000US34984,26090.0,2541.0,3582,3270,211,5,25,0,38
205,44030,6398,6362,6216,60,11,23,2,0,50,36,25,0,0,0,0,7,4,8600000US44030,20395.0,768.0,6398,6241,60,11,23,2,7
206,51632,2577,2569,2520,11,5,16,1,0,16,8,6,0,0,0,0,1,1,8600000US51632,24136.0,2865.0,2577,2526,11,5,16,1,1
207,79924,18877,9924,7391,1777,73,381,37,13,252,8953,5803,75,73,17,4,2514,467,8600000US79924,17850.0,847.0,18877,13194,1852,146,398,41,2527
208,98056,10287,9858,8080,490,66,955,26,19,222,429,191,7,6,8,2,178,37,8600000US98056,43286.0,3036.0,10287,8271,497,72,963,28,197
209,41139,3620,3605,3575,4,5,7,0,0,14,15,8,0,1,0,0,6,0,8600000US41139,26268.0,2499.0,3620,3583,4,6,7,0,6
210,85501,5206,4000,3836,20,74,34,2,1,33,1206,656,1,15,2,0,493,39,8600000US85501,22720.0,1714.0,5206,4492,21,89,36,2,494
211,91706,17235,4825,2061,328,60,2211,19,13,133,12410,5282,28,198,23,9,6217,653,8600000US91706,17717.0,581.0,17235,7343,356,258,2234,28,6230
212,84084,12043,10917,10407,65,47,179,109,9,101,1126,505,5,8,3,0,536,69,8600000US84084,25515.0,1354.0,12043,10912,70,55,182,109,545
213,76092,6254,6092,5855,80,19,99,0,4,35,162,117,0,0,1,0,34,10,8600000US76092,79825.0,4884.0,6254,5972,80,19,100,0,38
214,77625,2826,2789,2505,249,7,4,0,1,23,37,19,2,0,0,0,14,2,8600000US77625,34005.0,7473.0,2826,2524,251,7,4,0,15
215,55103,5098,4796,2619,1158,57,777,2,13,170,302,124,11,4,1,0,133,29,8600000US55103,18096.0,1276.0,5098,2743,1169,61,778,2,146
216,90712,10685,9051,6983,830,40,906,37,21,234,1634,802,11,19,13,4,687,98,8600000US90712,32656.0,1253.0,10685,7785,841,59,919,41,708
217,75494,4041,3870,3730,88,10,11,1,0,30,171,84,1,4,0,0,78,4,8600000US75494,21684.0,2265.0,4041,3814,89,14,11,1,78
218,77591,4000,3683,1400,2200,10,41,0,1,31,317,147,8,2,2,0,136,22,8600000US77591,26635.0,3452.0,4000,1547,2208,12,43,0,137
219,84341,5086,4932,4640,28,20,197,13,2,32,154,74,0,0,0,0,68,12,8600000US84341,23014.0,1459.0,5086,4714,28,20,197,13,70
220,29576,7385,7343,7067,204,10,17,3,0,42,42,26,2,1,2,0,8,3,8600000US29576,33321.0,1966.0,7385,7093,206,11,19,3,8
221,49461,3274,3248,3186,12,25,6,0,1,18,26,16,0,0,0,0,8,2,8600000US49461,27533.0,2033.0,3274,3202,12,25,6,0,9
222,44301,6972,6922,5687,1095,13,61,1,3,62,50,29,6,0,1,0,10,4,8600000US44301,21662.0,1590.0,6972,5716,1101,13,62,1,13
223,19454,9530,9428,8152,519,9,680,2,7,59,102,73,4,0,0,0,23,2,8600000US19454,46636.0,2730.0,9530,8225,523,9,680,2,30
224,78219,5032,3525,1848,1524,17,90,3,2,41,1507,851,16,12,5,1,540,82,8600000US78219,16793.0,1325.0,5032,2699,1540,29,95,4,542
225,45344,6663,6575,6468,14,15,18,1,0,59,88,41,1,3,0,0,35,8,8600000US45344,24327.0,1848.0,6663,6509,15,18,18,1,35
226,60561,8961,8744,7728,161,5,794,1,5,50,217,150,3,0,2,0,53,9,8600000US60561,45628.0,2274.0,8961,7878,164,5,796,1,58
227,95476,14129,12626,12163,32,55,137,14,17,208,1503,877,1,22,1,2,504,96,8600000US95476,48634.0,6300.0,14129,13040,33,77,138,16,521
228,48390,7929,7854,7594,53,11,131,1,6,58,75,51,0,0,2,0,17,5,8600000US48390,37929.0,1593.0,7929,7645,53,11,133,1,23
229,72956,10899,10577,9914,116,182,149,0,4,212,322,127,1,7,3,0,158,26,8600000US72956,22325.0,1208.0,10899,10041,117,189,152,0,162
230,8318,4181,4114,3806,243,16,15,1,4,29,67,30,5,1,0,0,25,6,8600000US08318,35730.0,2152.0,4181,3836,248,17,15,1,29
231,2120,4041,3180,1417,1292,23,287,2,27,132,861,241,87,7,2,2,417,105,8600000US02120,18566.0,2064.0,4041,1658,1379,30,289,4,444
232,19518,3915,3893,3776,73,6,15,0,0,23,22,8,0,0,0,0,13,1,8600000US19518,35696.0,2066.0,3915,3784,73,6,15,0,13
233,32818,11954,10529,5099,4624,35,342,7,67,355,1425,769,100,7,7,0,441,101,8600000US32818,17759.0,942.0,11954,5868,4724,42,349,7,508
234,78380,6986,1975,1842,79,18,8,2,1,25,5011,3302,1,18,0,2,1477,211,8600000US78380,21099.0,2474.0,6986,5144,80,36,8,4,1478
235,38012,5737,5625,2674,2911,5,5,0,1,29,112,33,11,2,0,1,59,6,8600000US38012,21865.0,2941.0,5737,2707,2922,7,5,1,60
236,22546,3633,3601,2412,1125,13,10,0,1,40,32,15,5,0,0,0,11,1,8600000US22546,28638.0,1889.0,3633,2427,1130,13,10,0,12
237,77429,14090,13140,12221,430,29,313,5,12,130,950,576,11,7,3,1,316,36,8600000US77429,41786.0,2421.0,14090,12797,441,36,316,6,328
238,45226,3249,3223,3042,118,2,32,0,1,28,26,17,2,0,0,0,6,1,8600000US45226,60985.0,8857.0,3249,3059,120,2,32,0,7
239,70127,11754,11563,1769,9538,16,90,0,24,126,191,67,69,1,0,0,35,19,8600000US70127,16715.0,1022.0,11754,1836,9607,17,90,0,59
240,37701,2737,2708,2213,458,7,7,1,0,22,29,20,1,0,0,0,5,3,8600000US37701,23304.0,2747.0,2737,2233,459,7,7,1,5
241,76548,6293,5643,4420,871,49,176,16,7,104,650,279,13,7,3,0,311,37,8600000US76548,31033.0,4921.0,6293,4699,884,56,179,16,318
242,29455,5353,5180,3587,1513,18,19,3,4,36,173,84,6,0,0,0,78,5,8600000US29455,46292.0,3081.0,5353,3671,1519,18,19,3,82
243,49038,4037,3983,3876,46,24,12,0,1,24,54,29,1,1,1,0,18,4,8600000US49038,27674.0,2403.0,4037,3905,47,25,13,0,19
244,80233,13022,11117,10471,153,66,265,9,17,136,1905,974,8,46,2,0,769,106,8600000US80233,28492.0,1234.0,13022,11445,161,112,267,9,786
245,91436,5124,4998,4641,70,8,163,1,8,107,126,100,0,1,0,0,17,8,8600000US91436,89841.0,8311.0,5124,4741,70,9,163,1,25
246,90003,14461,6984,128,6658,18,45,5,26,104,7477,2009,78,82,10,12,4831,455,8600000US90003,11305.0,463.0,14461,2137,6736,100,55,17,4857
247,84414,6099,5947,5834,23,15,40,4,3,28,152,66,0,1,1,0,74,10,8600000US84414,28456.0,1161.0,6099,5900,23,16,41,4,77
248,8062,3514,3476,3322,126,4,9,0,1,14,38,23,2,2,0,0,9,2,8600000US08062,49709.0,2476.0,3514,3345,128,6,9,0,10
249,37650,5353,5280,5232,2,11,2,1,0,32,73,38,0,1,0,0,30,4,8600000US37650,20088.0,1766.0,5353,5270,2,12,2,1,30
0,58078,5813,5754,5650,16,45,10,2,3,28,59,26,1,1,0,0,26,5,8600000US58078,37562.0,2238.0,5813,5676,17,46,10,2,29
1,78602,6279,5572,4805,633,36,36,1,3,58,707,426,6,3,0,0,242,30,8600000US78602,24889.0,2143.0,6279,5231,639,39,36,1,245
2,29180,5521,5470,2509,2929,2,9,0,2,19,51,23,10,1,0,0,15,2,8600000US29180,23759.0,3234.0,5521,2532,2939,3,9,0,17
3,70062,6604,6171,3307,2706,28,57,1,6,66,433,266,12,2,1,1,121,30,8600000US70062,19565.0,1054.0,6604,3573,2718,30,58,2,127
4,62208,5939,5856,4824,896,9,71,0,2,54,83,47,0,0,1,0,29,6,8600000US62208,34226.0,2886.0,5939,4871,896,9,72,0,31
5,11238,21104,19154,3813,13814,47,714,17,112,637,1950,486,571,20,9,3,670,191,8600000US11238,49004.0,2183.0,21104,4299,14385,67,723,20,782
6,60645,16136,14350,10066,1638,27,1974,8,77,560,1786,907,36,12,10,1,721,99,8600000US60645,26150.0,1605.0,16136,10973,1674,39,1984,9,798
7,29902,9098,8847,6733,1935,21,70,10,3,75,251,113,22,3,1,0,95,17,8600000US29902,27415.0,2795.0,9098,6846,1957,24,71,10,98
8,78758,18024,13844,10136,1992,38,1338,8,33,299,4180,1736,29,37,8,3,2182,185,8600000US78758,27889.0,1472.0,18024,11872,2021,75,1346,11,2215
9,44136,16209,16075,15329,207,6,429,1,1,102,134,93,2,1,1,0,26,11,8600000US44136,42184.0,2878.0,16209,15422,209,7,430,1,27
10,72834,3594,3345,3194,80,13,11,0,0,47,249,50,0,2,0,1,186,10,8600000US72834,20386.0,2235.0,3594,3244,80,15,11,1,186
11,33556,5017,4738,4476,128,17,77,1,3,36,279,247,3,2,0,1,16,10,8600000US33556,46812.0,3853.0,5017,4723,131,19,77,2,19
12,15071,3873,3837,3626,87,5,100,0,1,18,36,28,2,0,2,0,3,1,8600000US15071,39214.0,2370.0,3873,3654,89,5,102,0,4
13,28104,6625,6538,6124,280,27,50,0,5,52,87,57,0,1,0,0,27,2,8600000US28104,45050.0,2599.0,6625,6181,280,28,50,0,32
14,46323,9265,8142,6793,1179,19,55,3,6,87,1123,642,11,7,2,2,404,55,8600000US46323,21186.0,1411.0,9265,7435,1190,26,57,5,410
15,60077,10081,9656,7634,231,4,1620,2,9,156,425,259,5,6,8,0,121,26,8600000US60077,28714.0,2397.0,10081,7893,236,10,1628,2,130
16,46619,7465,6642,4732,1803,16,18,0,2,71,823,240,5,11,0,1,527,39,8600000US46619,16613.0,1117.0,7465,4972,1808,27,18,1,529
17,92879,13481,9435,6870,1037,69,1031,33,24,371,4046,1640,31,53,15,5,2055,247,8600000US92879,25041.0,1117.0,13481,8510,1068,122,1046,38,2079
18,85254,18586,18004,17225,202,41,347,11,13,165,582,405,7,3,5,0,127,35,8600000US85254,48595.0,2568.0,18586,17630,209,44,352,11,140
19,34759,2562,1770,1356,321,6,23,3,11,50,792,508,39,8,1,1,183,52,8600000US34759,17552.0,1341.0,2562,1864,360,14,24,4,194
20,7901,8507,7972,7258,333,6,328,1,3,43,535,416,8,4,2,0,72,33,8600000US07901,81398.0,5610.0,8507,7674,341,10,330,1,75
21,6029,5192,5136,4993,49,12,55,1,3,23,56,35,3,0,2,0,14,2,8600000US06029,44475.0,4854.0,5192,5028,52,12,57,1,17
22,47012,3504,3493,3468,1,4,5,0,0,15,11,9,0,0,0,0,0,2,8600000US47012,25507.0,1776.0,3504,3477,1,4,5,0,0
23,6374,3154,3098,3020,21,11,16,0,1,29,56,41,0,0,0,0,14,1,8600000US06374,30557.0,2327.0,3154,3061,21,11,16,0,15
24,52732,11991,11870,11426,294,32,51,0,4,63,121,73,1,4,1,0,36,6,8600000US52732,26377.0,1384.0,11991,11499,295,36,52,0,40
25,11385,34852,24313,21441,378,25,1603,1,77,788,10539,3777,215,69,26,7,5747,698,8600000US11385,27568.0,749.0,34852,25218,593,94,1629,8,5824
26,93648,2824,307,192,0,13,85,0,0,17,2517,835,7,47,4,1,1521,102,8600000US93648,11297.0,1371.0,2824,1027,7,60,89,1,1521
27,24477,3254,3233,3115,89,6,4,2,1,16,21,13,0,0,0,0,8,0,8600000US24477,26828.0,2040.0,3254,3128,89,6,4,2,9
28,98502,10671,10359,9372,143,120,472,20,27,205,312,164,7,11,6,2,100,22,8600000US98502,35259.0,1916.0,10671,9536,150,131,478,22,127
29,32312,10328,10143,8840,1043,19,175,2,4,60,185,141,5,1,1,0,23,14,8600000US32312,47825.0,2655.0,10328,8981,1048,20,176,2,27
30,93536,15176,13307,11122,1229,105,510,28,27,286,1869,903,18,45,6,3,752,142,8600000US93536,26408.0,961.0,15176,12025,1247,150,516,31,779
31,45242,8525,8462,7778,271,6,356,0,4,47,63,45,1,1,2,0,11,3,8600000US45242,51608.0,3425.0,8525,7823,272,7,358,0,15
32,41179,3185,3170,3139,3,9,0,0,0,19,15,14,0,0,0,0,1,0,8600000US41179,19518.0,2722.0,3185,3153,3,9,0,0,1
33,3833,7470,7438,7300,23,13,50,1,4,47,32,23,1,0,0,0,8,0,8600000US03833,46910.0,2431.0,7470,7323,24,13,50,1,12
34,21220,14188,14022,12091,1660,66,92,3,8,102,166,85,10,1,3,0,55,12,8600000US21220,30731.0,1551.0,14188,12176,1670,67,95,3,63
35,60402,22225,16956,15972,193,30,420,1,26,314,5269,2434,30,43,10,2,2511,239,8600000US60402,23692.0,1053.0,22225,18406,223,73,430,3,2537
36,22601,10321,9949,8719,966,23,124,2,8,107,372,159,4,3,0,0,187,19,8600000US22601,28486.0,1332.0,10321,8878,970,26,124,2,195
